key,genre,date,value,console,total,company
Battlefield 3(Xbox 360),Shooter,1/12/13,0.759971,Xbox360,4.041848,Electronic Arts
Battlefield 3(Xbox 360),Shooter,1/13/13,0.308176,Xbox360,4.041848,Electronic Arts
Battlefield 3(Xbox 360),Shooter,1/14/13,0.058169,Xbox360,4.041848,Electronic Arts
Call of Duty: Black Ops II(Xbox 360),Shooter,1/5/13,,Xbox360,7.348903,Activision
Call of Duty: Black Ops II(Xbox 360),Shooter,1/6/13,,Xbox360,7.348903,Activision
Call of Duty: Black Ops II(Xbox 360),Shooter,1/7/13,,Xbox360,7.348903,Activision
Call of Duty: Black Ops II(Xbox 360),Shooter,1/8/13,,Xbox360,7.348903,Activision
Call of Duty: Black Ops II(Xbox 360),Shooter,1/9/13,,Xbox360,7.348903,Activision
Call of Duty: Black Ops II(Xbox 360),Shooter,1/10/13,,Xbox360,7.348903,Activision
Call of Duty: Black Ops II(Xbox 360),Shooter,1/11/13,,Xbox360,7.348903,Activision
Call of Duty: Black Ops II(Xbox 360),Shooter,1/12/13,5.905481,Xbox360,7.348903,Activision
Call of Duty: Black Ops II(Xbox 360),Shooter,1/13/13,1.1727,Xbox360,7.348903,Activision
Call of Duty: Black Ops II(Xbox 360),Shooter,1/14/13,0.245054,Xbox360,7.348903,Activision
Halo 4(Xbox 360),Shooter,1/5/13,,Xbox360,5.92643,Microsoft Game Studios
Halo 4(Xbox 360),Shooter,1/6/13,,Xbox360,5.92643,Microsoft Game Studios
Halo 4(Xbox 360),Shooter,1/7/13,,Xbox360,5.92643,Microsoft Game Studios
Halo 4(Xbox 360),Shooter,1/8/13,,Xbox360,5.92643,Microsoft Game Studios
Halo 4(Xbox 360),Shooter,1/9/13,,Xbox360,5.92643,Microsoft Game Studios
Halo 4(Xbox 360),Shooter,1/10/13,,Xbox360,5.92643,Microsoft Game Studios
Halo 4(Xbox 360),Shooter,1/11/13,,Xbox360,5.92643,Microsoft Game Studios
Halo 4(Xbox 360),Shooter,1/12/13,4.671546,Xbox360,5.92643,Microsoft Game Studios
Halo 4(Xbox 360),Shooter,1/13/13,1.001492,Xbox360,5.92643,Microsoft Game Studios
Halo 4(Xbox 360),Shooter,1/14/13,0.231479,Xbox360,5.92643,Microsoft Game Studios
Call of Duty: Black Ops II(PlayStation 3),Shooter,1/5/13,,PlayStation 3,4.437815,Activision
Call of Duty: Black Ops II(PlayStation 3),Shooter,1/6/13,,PlayStation 3,4.437815,Activision
Call of Duty: Black Ops II(PlayStation 3),Shooter,1/7/13,,PlayStation 3,4.437815,Activision
Call of Duty: Black Ops II(PlayStation 3),Shooter,1/8/13,,PlayStation 3,4.437815,Activision
Call of Duty: Black Ops II(PlayStation 3),Shooter,1/9/13,,PlayStation 3,4.437815,Activision
Call of Duty: Black Ops II(PlayStation 3),Shooter,1/10/13,,PlayStation 3,4.437815,Activision
Call of Duty: Black Ops II(PlayStation 3),Shooter,1/11/13,,PlayStation 3,4.437815,Activision
Call of Duty: Black Ops II(PlayStation 3),Shooter,1/12/13,3.505858,PlayStation 3,4.437815,Activision
Call of Duty: Black Ops II(PlayStation 3),Shooter,1/13/13,0.739122,PlayStation 3,4.437815,Activision
Call of Duty: Black Ops II(PlayStation 3),Shooter,1/14/13,0.172407,PlayStation 3,4.437815,Activision
Call of Duty: Ghosts(Xbox 360),Shooter,1/5/13,,Xbox 360,5.76882,Activision
Call of Duty: Ghosts(Xbox 360),Shooter,1/6/13,,Xbox 360,5.76882,Activision
Call of Duty: Ghosts(Xbox 360),Shooter,1/7/13,,Xbox 360,5.76882,Activision
Call of Duty: Ghosts(Xbox 360),Shooter,1/8/13,,Xbox 360,5.76882,Activision
Call of Duty: Ghosts(Xbox 360),Shooter,1/9/13,,Xbox 360,5.76882,Activision
Call of Duty: Ghosts(Xbox 360),Shooter,1/10/13,,Xbox 360,5.76882,Activision
Call of Duty: Ghosts(Xbox 360),Shooter,1/11/13,,Xbox 360,5.76882,Activision
Call of Duty: Ghosts(Xbox 360),Shooter,1/12/13,,Xbox 360,5.76882,Activision
Call of Duty: Ghosts(Xbox 360),Shooter,1/13/13,4.738192,Xbox 360,5.76882,Activision
Call of Duty: Ghosts(Xbox 360),Shooter,1/14/13,0.968057,Xbox 360,5.76882,Activision
Call of Duty: Ghosts(PlayStation 3),Shooter,1/5/13,,PlayStation 3,3.434008,Activision
Call of Duty: Ghosts(PlayStation 3),Shooter,1/6/13,,PlayStation 3,3.434008,Activision
Call of Duty: Ghosts(PlayStation 3),Shooter,1/7/13,,PlayStation 3,3.434008,Activision
